;country;province;region_1;lat;lon
35691;US;Washington;Walla Walla Valley (WA);48.2627925;-124.24959706003952
35692;US;Washington;Red Mountain;48.2627925;-124.24959706003952
35693;US;California;Amador County;0.0;0.0
35694;Portugal;Dão;;-1.6292632;-45.2368151
35695;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
35696;US;Washington;Yakima Valley;48.2627925;-124.24959706003952
35697;US;California;Mendocino County;0.0;0.0
35698;US;New York;New York;43.0481221;-76.1474244
35699;Spain;Catalonia;Cava;0.0;0.0
35700;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
35701;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
35702;Greece;Retsina;;43.2097838;-77.6930602
35703;US;California;Dry Creek Valley;0.0;0.0
35704;Portugal;Duriense;;-1.6292632;-45.2368151
35705;US;California;Dry Creek Valley;0.0;0.0
35706;US;California;Paso Robles;0.0;0.0
35707;France;Alsace;Alsace;48.5813647;7.7421809
35708;US;New York;Seneca Lake;43.0481221;-76.1474244
35709;US;California;Sonoma Coast;0.0;0.0
35710;France;Alsace;Alsace;48.5813647;7.7421809
35711;US;Washington;Horse Heaven Hills;48.2627925;-124.24959706003952
35712;Portugal;Península de Setúbal;;-1.6292632;-45.2368151
35713;Chile;Casablanca Valley;;7.308692;-61.8478915
35714;US;California;Sonoma Valley;0.0;0.0
35715;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
35716;Chile;Leyda Valley;;7.308692;-61.8478915
35717;US;California;Happy Canyon of Santa Barbara;0.0;0.0
35718;US;California;Alexander Valley;0.0;0.0
35719;Australia;Victoria;Heathcote;-11.3299555;-67.6954911
35720;US;California;Sonoma Coast;0.0;0.0
35721;Australia;Victoria;Heathcote;-11.3299555;-67.6954911
35722;Portugal;Douro;;-1.6292632;-45.2368151
35723;US;California;Russian River Valley;0.0;0.0
35724;US;California;Santa Ynez Valley;0.0;0.0
35725;Germany;Mosel;;31.4399019;-95.350778
35726;US;Oregon;Eola-Amity Hills;0.0;0.0
35727;US;California;Paso Robles;0.0;0.0
35728;US;California;Santa Ynez Valley;0.0;0.0
35729;France;Burgundy;Saint-Véran;0.0;0.0
35730;France;Burgundy;Chablis;0.0;0.0
35731;France;Burgundy;Beaune;0.0;0.0
35732;Germany;Mosel;;31.4399019;-95.350778
35733;US;California;Napa Valley;0.0;0.0
35734;Portugal;Tejo;;-1.6292632;-45.2368151
35735;US;California;Napa Valley;0.0;0.0
35736;US;California;Napa Valley;0.0;0.0
35737;Italy;Piedmont;Barolo;0.0;0.0
35738;US;Oregon;Ribbon Ridge;0.0;0.0
35739;Italy;Piedmont;Barolo;0.0;0.0
35740;US;Oregon;Oregon;0.0;0.0
35741;Argentina;Mendoza Province;La Consulta;0.0;0.0
35742;Italy;Piedmont;Barolo;0.0;0.0
35743;Australia;New South Wales;Hunter Valley;-31.95260295;152.55512735272188
35744;US;Oregon;Southern Oregon;0.0;0.0
35745;France;Burgundy;Pouilly-Fuissé;0.0;0.0
35746;Argentina;Mendoza Province;Tupungato;0.0;0.0
35747;US;California;Sonoma Coast;0.0;0.0
35748;US;Oregon;Willamette Valley;0.0;0.0
35749;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
35750;Australia;Western Australia;Margaret River;0.0;0.0
35751;US;California;North Coast;0.0;0.0
35752;France;Beaujolais;Morgon;0.0;0.0
35753;France;Beaujolais;Beaujolais-Villages;0.0;0.0
35754;US;New York;Finger Lakes;43.0481221;-76.1474244
35755;US;California;Central Coast;0.0;0.0
35756;US;California;Diamond Mountain District;0.0;0.0
35757;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
35758;US;New York;New York;43.0481221;-76.1474244
35759;US;New York;Finger Lakes;43.0481221;-76.1474244
35760;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
35761;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
35762;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
35763;Portugal;Douro;;-1.6292632;-45.2368151
35764;Spain;Northern Spain;Rioja;0.0;0.0
35765;Portugal;Bairrada;;-1.6292632;-45.2368151
35766;Portugal;Bairrada;;-1.6292632;-45.2368151
35767;Spain;Central Spain;La Mancha;0.0;0.0
35768;US;California;North Coast;0.0;0.0
35769;US;California;North Coast;0.0;0.0
35770;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
35771;Chile;Maipo Valley;;7.308692;-61.8478915
35772;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
35773;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
35774;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
35775;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
35776;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
35777;France;Burgundy;Chablis;0.0;0.0
35778;Spain;Levante;Jumilla;0.0;0.0
35779;Argentina;Mendoza Province;Mendoza;0.0;0.0
35780;US;California;Russian River Valley;0.0;0.0
35781;France;Bordeaux;Haut-Médoc;44.7936698;-0.668297
35782;France;Bordeaux;Haut-Médoc;44.7936698;-0.668297
35783;France;Bordeaux;Barsac;44.7936698;-0.668297
35784;France;Bordeaux;Pessac-Léognan;44.7936698;-0.668297
35785;Italy;Tuscany;Brunello di Montalcino;0.0;0.0
35786;US;Washington;Walla Walla Valley (WA);48.2627925;-124.24959706003952
35787;US;California;Santa Clara Valley;0.0;0.0
35788;Italy;Tuscany;Brunello di Montalcino;0.0;0.0
35789;France;Bordeaux;Pessac-Léognan;44.7936698;-0.668297
35790;France;Bordeaux;Pessac-Léognan;44.7936698;-0.668297
35791;France;Bordeaux;Haut-Médoc;44.7936698;-0.668297
35792;France;Bordeaux;Haut-Médoc;44.7936698;-0.668297
35793;France;Bordeaux;Haut-Médoc;44.7936698;-0.668297
35794;US;Washington;Horse Heaven Hills;48.2627925;-124.24959706003952
35795;US;New York;Finger Lakes;43.0481221;-76.1474244
35796;Italy;Tuscany;Bolgheri;0.0;0.0
35797;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
35798;Italy;Tuscany;Bolgheri;0.0;0.0
35799;US;California;Napa County;0.0;0.0
35800;Italy;Tuscany;Brunello di Montalcino;0.0;0.0
35801;US;California;Paso Robles;0.0;0.0
35802;Italy;Tuscany;Brunello di Montalcino;0.0;0.0
35803;US;New York;Finger Lakes;43.0481221;-76.1474244
35804;Italy;Veneto;Amarone della Valpolicella;0.0;0.0
35805;Italy;Veneto;Valpolicella Ripasso Classico;0.0;0.0
35806;Italy;Veneto;Valpolicella Ripasso;0.0;0.0
35807;US;Washington;Horse Heaven Hills;48.2627925;-124.24959706003952
35808;US;Washington;Horse Heaven Hills;48.2627925;-124.24959706003952
35809;US;California;Paso Robles;0.0;0.0
35810;US;California;Santa Ynez Valley;0.0;0.0
35811;US;California;Mendocino;0.0;0.0
35812;Portugal;Port;;-1.6292632;-45.2368151
35813;Italy;Veneto;Amarone della Valpolicella;0.0;0.0
35814;France;Southwest France;Côtes de Gascogne;0.0;0.0
35815;France;Southwest France;Côtes de Gascogne;0.0;0.0
35816;France;Southwest France;Côtes de Duras;0.0;0.0
35817;Italy;Northeastern Italy;Trento;0.0;0.0
35818;US;California;Napa Valley;0.0;0.0
35819;US;California;Russian River Valley;0.0;0.0
35820;France;Southwest France;Cahors;0.0;0.0
35821;France;Southwest France;Côtes du Lot;0.0;0.0
35822;Italy;Veneto;Amarone della Valpolicella Classico;0.0;0.0
35823;US;California;California;0.0;0.0
35824;France;Languedoc-Roussillon;Côtes du Roussillon Villages Tautavel;0.0;0.0
35825;Argentina;Mendoza Province;Mendoza;0.0;0.0
35826;France;Burgundy;Pouilly-Fuissé;0.0;0.0
35827;Portugal;Port;;-1.6292632;-45.2368151
35828;US;California;California;0.0;0.0
35829;US;California;Knights Valley;0.0;0.0
35830;US;Washington;Ancient Lakes;48.2627925;-124.24959706003952
35831;Italy;Veneto;Amarone della Valpolicella Classico;0.0;0.0
35832;US;California;Mokelumne River;0.0;0.0
35833;US;California;Santa Lucia Highlands;0.0;0.0
35834;France;Bordeaux;Pauillac;44.7936698;-0.668297
35835;France;Bordeaux;Saint-Julien;44.7936698;-0.668297
35836;France;Bordeaux;Saint-Estèphe;44.7936698;-0.668297
35837;France;Bordeaux;Pessac-Léognan;44.7936698;-0.668297
35838;France;Bordeaux;Pauillac;44.7936698;-0.668297
35839;France;Bordeaux;Pomerol;44.7936698;-0.668297
35840;France;Bordeaux;Pessac-Léognan;44.7936698;-0.668297
35841;France;Bordeaux;Haut-Médoc;44.7936698;-0.668297
35842;France;Bordeaux;Pessac-Léognan;44.7936698;-0.668297
35843;France;Bordeaux;Pauillac;44.7936698;-0.668297
35844;France;Bordeaux;Pessac-Léognan;44.7936698;-0.668297
35845;France;Bordeaux;Pessac-Léognan;44.7936698;-0.668297
35846;France;Bordeaux;Saint-Estèphe;44.7936698;-0.668297
35847;France;Bordeaux;Saint-Julien;44.7936698;-0.668297
35848;France;Bordeaux;Pomerol;44.7936698;-0.668297
35849;France;Bordeaux;Barsac;44.7936698;-0.668297
35850;France;Bordeaux;Pessac-Léognan;44.7936698;-0.668297
35851;France;Bordeaux;Saint-Émilion;44.7936698;-0.668297
35852;France;Bordeaux;Saint-Estèphe;44.7936698;-0.668297
35853;France;Bordeaux;Saint-Julien;44.7936698;-0.668297
35854;France;Bordeaux;Sauternes;44.7936698;-0.668297
35855;France;Bordeaux;Pauillac;44.7936698;-0.668297
35856;France;Bordeaux;Moulis-en-Médoc;44.7936698;-0.668297
35857;France;Bordeaux;Margaux;44.7936698;-0.668297
35858;France;Bordeaux;Saint-Émilion;44.7936698;-0.668297
35859;France;Bordeaux;Margaux;44.7936698;-0.668297
35860;France;Bordeaux;Saint-Émilion;44.7936698;-0.668297
35861;France;Bordeaux;Saint-Émilion;44.7936698;-0.668297
35862;France;Bordeaux;Pessac-Léognan;44.7936698;-0.668297
35863;France;Bordeaux;Saint-Estèphe;44.7936698;-0.668297
35864;Austria;Niederösterreich;;25.22539605;55.16431379427327
35865;US;Oregon;Rogue Valley;0.0;0.0
35866;US;Oregon;Rogue Valley;0.0;0.0
35867;US;Oregon;Willamette Valley;0.0;0.0
35868;US;California;Sonoma County;0.0;0.0
35869;US;Oregon;Willamette Valley;0.0;0.0
35870;US;California;Paso Robles;0.0;0.0
35871;Italy;Tuscany;Maremma;0.0;0.0
35872;US;Oregon;Oregon;0.0;0.0
35873;Italy;Tuscany;Toscana;0.0;0.0
35874;Italy;Tuscany;Toscana;0.0;0.0
35875;US;Oregon;Eola-Amity Hills;0.0;0.0
35876;US;California;Knights Valley;0.0;0.0
35877;France;Rhône Valley;Côtes du Rhône;0.0;0.0
35878;Italy;Tuscany;Monteregio di Massa Marittima;0.0;0.0
35879;Italy;Tuscany;Toscana;0.0;0.0
35880;US;California;Anderson Valley;0.0;0.0
35881;Italy;Tuscany;Toscana;0.0;0.0
35882;US;California;Dry Creek Valley;0.0;0.0
35883;US;California;Santa Barbara County;0.0;0.0
35884;US;California;Sta. Rita Hills;0.0;0.0
35885;Spain;Northern Spain;Campo de Borja;0.0;0.0
35886;US;California;Chalk Hill;0.0;0.0
35887;US;Oregon;Willamette Valley;0.0;0.0
35888;US;California;Dry Creek Valley;0.0;0.0
35889;Austria;Weinviertel;;25.22539605;55.16431379427327
35890;US;Oregon;Willamette Valley;0.0;0.0
35891;Italy;Veneto;Lessini Durello;0.0;0.0
35892;US;California;Sonoma Coast;0.0;0.0
35893;Italy;Lombardy;Franciacorta;0.0;0.0
35894;US;California;Alexander Valley;0.0;0.0
35895;US;California;Sonoma Valley;0.0;0.0
35896;Italy;Northeastern Italy;Trento;0.0;0.0
35897;US;California;Rutherford;0.0;0.0
35898;US;California;Sierra Foothills;0.0;0.0
35899;US;Oregon;Willamette Valley;0.0;0.0
35900;US;Oregon;McMinnville;0.0;0.0
35901;US;California;Paso Robles;0.0;0.0
35902;US;California;Carneros;0.0;0.0
35903;Portugal;Douro;;-1.6292632;-45.2368151
35904;Portugal;Douro;;-1.6292632;-45.2368151
35905;Portugal;Port;;-1.6292632;-45.2368151
35906;US;California;Sonoma Coast;0.0;0.0
35907;Austria;Niederösterreich;;25.22539605;55.16431379427327
35908;Austria;Niederösterreich;;25.22539605;55.16431379427327
35909;US;California;Sierra Foothills;0.0;0.0
35910;US;Oregon;Willamette Valley;0.0;0.0
35911;US;California;Carneros;0.0;0.0
35912;Portugal;Port;;-1.6292632;-45.2368151
35913;Spain;Northern Spain;Ribera del Duero;0.0;0.0
35914;US;California;Alexander Valley;0.0;0.0
35915;US;California;Napa Valley;0.0;0.0
35916;US;Oregon;Willamette Valley;0.0;0.0
35917;Italy;Northeastern Italy;Trento;0.0;0.0
35918;France;Champagne;Champagne;48.5813647;7.7421809
35919;US;California;Napa Valley;0.0;0.0
35920;US;California;Russian River Valley;0.0;0.0
35921;US;California;Sonoma Coast;0.0;0.0
35922;US;California;St. Helena;0.0;0.0
35923;France;Loire Valley;Sancerre;0.0;0.0
35924;France;Loire Valley;Pouilly-Fumé;0.0;0.0
35925;Italy;Tuscany;Vin Santo del Chianti Classico;0.0;0.0
35926;Bulgaria;Thracian Valley;;46.78818965;23.6188534623772
35927;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
35928;France;Rhône Valley;Châteauneuf-du-Pape;0.0;0.0
35929;US;California;Russian River Valley;0.0;0.0
35930;France;Burgundy;Chablis;0.0;0.0
35931;France;Loire Valley;Sancerre;0.0;0.0
35932;US;Washington;Ancient Lakes;48.2627925;-124.24959706003952
35933;Italy;Tuscany;Brunello di Montalcino;0.0;0.0
35934;US;California;Russian River Valley;0.0;0.0
35935;France;Rhône Valley;Châteauneuf-du-Pape;0.0;0.0
35936;Spain;Spanish Islands;Vi de la Terra Mallorca;0.0;0.0
35937;US;California;Carneros;0.0;0.0
35938;Spain;Andalucia;Jerez;0.0;0.0
35939;US;Washington;Walla Walla Valley (WA);48.2627925;-124.24959706003952
35940;US;California;Amador County;0.0;0.0
35941;US;California;Napa Valley;0.0;0.0
35942;US;California;Oakville;0.0;0.0
35943;France;Loire Valley;Sancerre;0.0;0.0
35944;France;Loire Valley;Sancerre;0.0;0.0
35945;US;Washington;Walla Walla Valley (WA);48.2627925;-124.24959706003952
35946;US;Washington;Washington;48.2627925;-124.24959706003952
35947;US;California;Russian River Valley;0.0;0.0
35948;US;California;Sonoma Coast;0.0;0.0
35949;US;California;Alexander Valley;0.0;0.0
35950;US;California;Howell Mountain;0.0;0.0
35951;Spain;Northern Spain;Rioja;0.0;0.0
35952;Italy;Tuscany;Vin Santo del Chianti Classico;0.0;0.0
35953;Austria;Burgenland;;25.22539605;55.16431379427327
35954;US;Washington;Wahluke Slope;48.2627925;-124.24959706003952
35955;US;Washington;Walla Walla Valley (WA);48.2627925;-124.24959706003952
35956;US;Washington;Walla Walla Valley (WA);48.2627925;-124.24959706003952
35957;US;California;Howell Mountain;0.0;0.0
35958;US;Washington;Walla Walla Valley (WA);48.2627925;-124.24959706003952
35959;US;California;Anderson Valley;0.0;0.0
35960;US;California;Napa Valley;0.0;0.0
35961;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
35962;US;California;Napa Valley;0.0;0.0
35963;US;California;Napa Valley;0.0;0.0
35964;US;Washington;Walla Walla Valley (WA);48.2627925;-124.24959706003952
35965;US;California;Sonoma Valley;0.0;0.0
35966;US;California;Sonoma Mountain;0.0;0.0
35967;US;California;Anderson Valley;0.0;0.0
35968;Italy;Veneto;Recioto di Soave;0.0;0.0
35969;Italy;Central Italy;Umbria;0.0;0.0
35970;Spain;Northern Spain;Rioja;0.0;0.0
35971;US;California;Diamond Mountain District;0.0;0.0
35972;Italy;Piedmont;Barolo;0.0;0.0
35973;New Zealand;Marlborough;;46.4099904;-62.313043
35974;Austria;Thermenregion;;25.22539605;55.16431379427327
35975;US;California;Spring Mountain District;0.0;0.0
35976;US;California;Russian River Valley;0.0;0.0
35977;US;California;Russian River Valley;0.0;0.0
35978;Argentina;Mendoza Province;Mendoza;0.0;0.0
35979;France;Provence;Côtes de Provence;0.0;0.0
35980;US;California;Green Valley;0.0;0.0
35981;US;California;California;0.0;0.0
35982;US;California;Paso Robles;0.0;0.0
35983;Italy;Veneto;Soave Classico;0.0;0.0
35984;US;New York;North Fork of Long Island;43.0481221;-76.1474244
35985;US;California;Carneros;0.0;0.0
35986;US;California;Carneros;0.0;0.0
35987;US;California;Arroyo Seco;0.0;0.0
35988;New Zealand;Central Otago;;46.4099904;-62.313043
35989;US;California;Alexander Valley;0.0;0.0
35990;US;California;Napa Valley;0.0;0.0
35991;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
35992;US;California;Mendocino County;0.0;0.0
35993;US;California;Dry Creek Valley;0.0;0.0
35994;France;Provence;Coteaux d'Aix-en-Provence;0.0;0.0
35995;US;California;Mendocino;0.0;0.0
35996;Italy;Central Italy;Verdicchio di Matelica;0.0;0.0
35997;New Zealand;Martinborough;;46.4099904;-62.313043
35998;US;California;El Dorado;0.0;0.0
35999;US;California;Carneros;0.0;0.0
36000;France;Provence;Côtes de Provence;0.0;0.0
36001;Chile;Limarí Valley;;7.308692;-61.8478915
36002;Austria;Traisental;;25.22539605;55.16431379427327
36003;Australia;Western Australia;Margaret River;0.0;0.0
36004;US;California;Dry Creek Valley;0.0;0.0
36005;US;Washington;Yakima Valley;48.2627925;-124.24959706003952
36006;Israel;Galilee;;32.6307267;35.3488686
36007;US;California;Lodi;0.0;0.0
36008;Austria;Wachau;;25.22539605;55.16431379427327
36009;US;Washington;Wahluke Slope;48.2627925;-124.24959706003952
36010;Israel;Judean Hills;;32.6307267;35.3488686
36011;Germany;Rheinhessen;;31.4399019;-95.350778
36012;US;Washington;Wahluke Slope;48.2627925;-124.24959706003952
36013;Chile;Aconcagua Valley;;7.308692;-61.8478915
36014;Chile;Aconcagua Valley;;7.308692;-61.8478915
36015;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
36016;Italy;Piedmont;Nebbiolo d'Alba;0.0;0.0
36017;Australia;Victoria;Heathcote;-11.3299555;-67.6954911
36018;Italy;Piedmont;Barolo;0.0;0.0
36019;Austria;Wagram-Donauland;;25.22539605;55.16431379427327
36020;Chile;Cachapoal Valley;;7.308692;-61.8478915
36021;France;Southwest France;Cahors;0.0;0.0
36022;Chile;Central Valley;;7.308692;-61.8478915
36023;US;California;Alexander Valley;0.0;0.0
36024;Germany;Rheinhessen;;31.4399019;-95.350778
36025;Austria;Niederösterreich;;25.22539605;55.16431379427327
36026;France;Bordeaux;Bordeaux Supérieur;44.7936698;-0.668297
36027;France;Bordeaux;Bordeaux Supérieur;44.7936698;-0.668297
36028;Argentina;Mendoza Province;Mendoza;0.0;0.0
36029;South Africa;Stellenbosch;;-23.0379481;30.6493787
36030;France;Alsace;Alsace;48.5813647;7.7421809
36031;Italy;Tuscany;Rosso di Montalcino;0.0;0.0
36032;Spain;Northern Spain;Rioja;0.0;0.0
36033;Australia;Australia Other;Central Ranges;0.0;0.0
36034;Italy;Piedmont;Moscato d'Asti;0.0;0.0
36035;US;California;Napa Valley;0.0;0.0
36036;Spain;Northern Spain;Rioja;0.0;0.0
36037;South Africa;Western Cape;;-23.0379481;30.6493787
36038;France;Burgundy;Mâcon-Cruzille;0.0;0.0
36039;US;California;Mendocino County;0.0;0.0
36040;US;California;Sonoma Coast;0.0;0.0
36041;US;California;Yorkville Highlands;0.0;0.0
36042;US;California;Sonoma County;0.0;0.0
36043;South Africa;Stellenbosch;;-23.0379481;30.6493787
36044;US;California;Santa Ynez Valley;0.0;0.0
36045;Italy;Tuscany;Toscana;0.0;0.0
36046;Argentina;Mendoza Province;Mendoza;0.0;0.0
36047;Italy;Piedmont;Moscato d'Asti;0.0;0.0
36048;Italy;Tuscany;Rosso di Montalcino;0.0;0.0
36049;Australia;South Australia;Adelaide Hills;-34.7411213;138.6564373
36050;Italy;Tuscany;Toscana;0.0;0.0
36051;US;California;Santa Ynez Valley;0.0;0.0
36052;US;California;Russian River Valley;0.0;0.0
36053;Turkey;Elazığ;;34.3925639;-100.8976408
36054;US;California;Napa Valley;0.0;0.0
36055;US;Oregon;Willamette Valley;0.0;0.0
36056;US;Oregon;Ribbon Ridge;0.0;0.0
36057;Portugal;Dão;;-1.6292632;-45.2368151
36058;US;Oregon;Willamette Valley;0.0;0.0
36059;US;California;Mt. Harlan;0.0;0.0
36060;US;California;Mt. Harlan;0.0;0.0
36061;Italy;Central Italy;Montepulciano d'Abruzzo;0.0;0.0
36062;Chile;Casablanca Valley;;7.308692;-61.8478915
36063;France;Southwest France;Cahors;0.0;0.0
36064;Italy;Southern Italy;Calabria;0.0;0.0
36065;Portugal;Douro;;-1.6292632;-45.2368151
36066;France;Southwest France;Cahors;0.0;0.0
36067;US;California;Russian River Valley;0.0;0.0
36068;Chile;Central Valley;;7.308692;-61.8478915
36069;Italy;Central Italy;Abruzzo;0.0;0.0
36070;Italy;Central Italy;Conero;0.0;0.0
36071;Italy;Southern Italy;Aglianico del Vulture;0.0;0.0
36072;US;Oregon;Willamette Valley;0.0;0.0
36073;US;Oregon;Willamette Valley;0.0;0.0
36074;US;California;Paso Robles;0.0;0.0
36075;France;Southwest France;Côtes de Bergerac;0.0;0.0
36076;Chile;Loncomilla Valley;;7.308692;-61.8478915
36077;France;Southwest France;Cahors;0.0;0.0
36078;Chile;Casablanca Valley;;7.308692;-61.8478915
36079;Portugal;Douro;;-1.6292632;-45.2368151
36080;Portugal;Tejo;;-1.6292632;-45.2368151
36081;Portugal;Tejo;;-1.6292632;-45.2368151
36082;Portugal;Tejo;;-1.6292632;-45.2368151
36083;Chile;Leyda Valley;;7.308692;-61.8478915
36084;Chile;Rapel Valley;;7.308692;-61.8478915
36085;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
36086;France;Champagne;Champagne;48.5813647;7.7421809
36087;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
36088;France;Champagne;Champagne;48.5813647;7.7421809
36089;US;California;Paso Robles;0.0;0.0
36090;US;California;Sta. Rita Hills;0.0;0.0
36091;US;Washington;Walla Walla Valley (WA);48.2627925;-124.24959706003952
36092;New Zealand;Central Otago;;46.4099904;-62.313043
36093;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
36094;US;California;Bennett Valley;0.0;0.0
36095;France;Champagne;Champagne;48.5813647;7.7421809
36096;US;California;Oakville;0.0;0.0
36097;US;California;Carneros;0.0;0.0
36098;France;Champagne;Champagne;48.5813647;7.7421809
36099;Australia;South Australia;McLaren Vale;-34.7411213;138.6564373
36100;US;California;Russian River Valley;0.0;0.0
36101;Argentina;Mendoza Province;;27.0854542;-109.1412408
36102;US;California;Santa Maria Valley;0.0;0.0
36103;US;California;St. Helena;0.0;0.0
36104;France;Champagne;Champagne;48.5813647;7.7421809
36105;France;Alsace;Alsace;48.5813647;7.7421809
36106;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
36107;US;California;El Dorado;0.0;0.0
36108;Spain;Northern Spain;Bierzo;0.0;0.0
36109;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
36110;Italy;Southern Italy;Fiano di Avellino;0.0;0.0
36111;Germany;Mosel;;31.4399019;-95.350778
36112;;;;0.0;0.0
36113;Italy;Sicily & Sardinia;Etna;32.1840381;-96.8847194
36114;Moldova;Moldova;;46.9110939;27.2407723
36115;Portugal;Lisboa;;-1.6292632;-45.2368151
36116;Spain;Galicia;Rías Baixas;0.0;0.0
36117;Portugal;Alentejano;;-1.6292632;-45.2368151
36118;France;Alsace;Alsace;48.5813647;7.7421809
36119;France;Loire Valley;Sancerre;0.0;0.0
36120;Georgia;Kakheti;;44.72422295;-73.14704151731551
36121;Spain;Northern Spain;Cariñena;0.0;0.0
36122;Chile;Maule Valley;;7.308692;-61.8478915
36123;Romania;Dealu Mare;;45.49288425;21.71999265492126
36124;US;California;Santa Clara County;0.0;0.0
36125;Spain;Northern Spain;Rioja;0.0;0.0
36126;France;Bordeaux;Bordeaux Rosé;44.7936698;-0.668297
36127;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
36128;Bulgaria;Danube River Plains;;46.78818965;23.6188534623772
36129;France;Bordeaux;Bordeaux Blanc;44.7936698;-0.668297
36130;Italy;Sicily & Sardinia;Etna;32.1840381;-96.8847194
36131;Portugal;Minho;;-1.6292632;-45.2368151
36132;Portugal;Minho;;-1.6292632;-45.2368151
36133;US;California;Paso Robles;0.0;0.0
36134;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
36135;New Zealand;Marlborough;;46.4099904;-62.313043
36136;US;California;Happy Canyon of Santa Barbara;0.0;0.0
36137;Austria;Wachau;;25.22539605;55.16431379427327
36138;US;California;Temecula Valley;0.0;0.0
36139;US;California;Napa Valley;0.0;0.0
36140;US;California;Carneros;0.0;0.0
36141;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
36142;US;California;Santa Ynez Valley;0.0;0.0
36143;New Zealand;Marlborough;;46.4099904;-62.313043
36144;US;California;Sonoma Coast;0.0;0.0
36145;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
36146;Austria;Burgenland;;25.22539605;55.16431379427327
36147;US;Washington;Walla Walla Valley (WA);48.2627925;-124.24959706003952
36148;Italy;Tuscany;Vino Nobile di Montepulciano;0.0;0.0
36149;US;California;Napa Valley;0.0;0.0
36150;Italy;Tuscany;Vino Nobile di Montepulciano;0.0;0.0
36151;Italy;Tuscany;Chianti Classico;0.0;0.0
36152;US;California;Russian River Valley;0.0;0.0
36153;US;California;Russian River Valley;0.0;0.0
36154;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
36155;US;California;Russian River Valley;0.0;0.0
36156;US;California;Russian River Valley;0.0;0.0
36157;US;California;Arroyo Grande Valley;0.0;0.0
36158;US;California;Santa Ynez Valley;0.0;0.0
36159;US;California;Russian River Valley;0.0;0.0
36160;France;Burgundy;Gevrey-Chambertin;0.0;0.0
36161;US;California;Sta. Rita Hills;0.0;0.0
36162;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
36163;Italy;Tuscany;Toscana;0.0;0.0
36164;Austria;Eisenberg;;25.22539605;55.16431379427327
36165;US;California;Lodi;0.0;0.0
36166;US;California;Dry Creek Valley;0.0;0.0
36167;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
36168;Greece;Peloponnese;;43.2097838;-77.6930602
36169;US;California;Alexander Valley;0.0;0.0
36170;Spain;Northern Spain;Rioja;0.0;0.0
36171;US;California;Santa Ynez Valley;0.0;0.0
36172;US;California;Sonoma Valley;0.0;0.0
36173;Italy;Southern Italy;Terre del Volturno;0.0;0.0
36174;Turkey;Aegean;;34.3925639;-100.8976408
36175;US;New York;Finger Lakes;43.0481221;-76.1474244
36176;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
36177;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
36178;Italy;Southern Italy;Terre del Volturno;0.0;0.0
36179;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
36180;US;New York;Finger Lakes;43.0481221;-76.1474244
36181;France;Burgundy;Fixin;0.0;0.0
36182;France;Burgundy;Viré-Clessé;0.0;0.0
36183;France;Burgundy;Savigny-lès-Beaune;0.0;0.0
36184;France;Burgundy;Savigny-lès-Beaune;0.0;0.0
36185;France;Burgundy;Bourgogne Epineuil;0.0;0.0
36186;France;Burgundy;Savigny-lès-Beaune;0.0;0.0
36187;France;Burgundy;Rully;0.0;0.0
36188;US;Washington;Columbia Gorge (WA);48.2627925;-124.24959706003952
